Parameter,Process1,Process2,Process3,Temperature,V-supply,vref
C0_2110,tt_lp_bjt,ss_lp_rvt12,tt_lp_io25,-45,3,2.675
C0_2111,tt_lp_bjt,ss_lp_rvt12,tt_lp_io25,-35,3,2.666
C0_2112,tt_lp_bjt,ss_lp_rvt12,tt_lp_io25,-25,3,2.656
C0_2113,tt_lp_bjt,ss_lp_rvt12,tt_lp_io25,-15,3,2.647
C0_2114,tt_lp_bjt,ss_lp_rvt12,tt_lp_io25,-5,3,2.637
C0_2115,tt_lp_bjt,ss_lp_rvt12,tt_lp_io25,5,3,2.628
C0_2116,tt_lp_bjt,ss_lp_rvt12,tt_lp_io25,15,3,2.618
C0_2117,tt_lp_bjt,ss_lp_rvt12,tt_lp_io25,25,3,2.608
C0_2118,tt_lp_bjt,ss_lp_rvt12,tt_lp_io25,35,3,2.598
C0_2119,tt_lp_bjt,ss_lp_rvt12,tt_lp_io25,45,3,2.589
C0_2120,tt_lp_bjt,ss_lp_rvt12,tt_lp_io25,55,3,2.579
C0_2121,tt_lp_bjt,ss_lp_rvt12,tt_lp_io25,65,3,2.569
C0_2122,tt_lp_bjt,ss_lp_rvt12,tt_lp_io25,75,3,2.558
C0_2123,tt_lp_bjt,ss_lp_rvt12,tt_lp_io25,85,3,2.548
C0_2124,tt_lp_bjt,ss_lp_rvt12,tt_lp_io25,95,3,2.538
C0_2125,tt_lp_bjt,ss_lp_rvt12,tt_lp_io25,105,3,2.528
C0_2126,tt_lp_bjt,ss_lp_rvt12,tt_lp_io25,115,3,2.517
C0_2127,tt_lp_bjt,ss_lp_rvt12,tt_lp_io25,125,3,2.507
C0_2128,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-55,1.6,0.8529
C0_2129,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-45,1.6,0.8421
C0_2130,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-35,1.6,0.8313
C0_2131,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-25,1.6,0.8202
C0_2132,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-15,1.6,0.8091
C0_2133,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-5,1.6,0.7978
C0_2134,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,5,1.6,0.7864
C0_2135,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,15,1.6,0.7748
C0_2136,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,25,1.6,0.7632
C0_2137,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,35,1.6,0.7514
C0_2138,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,45,1.6,0.7395
C0_2139,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,55,1.6,0.7275
C0_2140,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,65,1.6,0.7154
C0_2141,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,75,1.6,0.7028
C0_2142,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,85,1.6,0.6895
C0_2143,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,95,1.6,0.6748
C0_2144,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,105,1.6,0.6574
C0_2145,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,115,1.6,0.6325
C0_2146,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,125,1.6,0.592
C0_2147,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-55,1.8,0.853
C0_2148,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-45,1.8,0.8423
C0_2149,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-35,1.8,0.8314
C0_2150,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-25,1.8,0.8203
C0_2151,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-15,1.8,0.8092
C0_2152,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-5,1.8,0.7979
C0_2153,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,5,1.8,0.7865
C0_2154,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,15,1.8,0.7752
C0_2155,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,25,1.8,0.7634
C0_2156,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,35,1.8,0.7515
C0_2157,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,45,1.8,0.7398
C0_2158,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,55,1.8,0.7276
C0_2159,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,65,1.8,0.7155
C0_2160,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,75,1.8,0.7028
C0_2161,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,85,1.8,0.6897
C0_2162,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,95,1.8,0.6749
C0_2163,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,105,1.8,0.6575
C0_2164,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,115,1.8,0.6326
C0_2165,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,125,1.8,0.5921
C0_2166,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-55,2,0.8536
C0_2167,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-45,2,0.8426
C0_2168,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-35,2,0.8315
C0_2169,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-25,2,0.8204
C0_2170,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-15,2,0.8093
C0_2171,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-5,2,0.798
C0_2172,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,5,2,0.7872
C0_2173,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,15,2,0.7742
C0_2174,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,25,2,0.7633
C0_2175,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,35,2,0.7514
C0_2176,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,45,2,0.7397
C0_2177,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,55,2,0.7277
C0_2178,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,65,2,0.7157
C0_2179,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,75,2,0.7272
C0_2180,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,85,2,0.8044
C0_2181,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,95,2,0.8846
C0_2182,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,105,2,0.9646
C0_2183,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,115,2,1.04
C0_2184,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,125,2,1.108
C0_2185,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-55,2.2,0.9992
C0_2186,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-45,2.2,1.098
C0_2187,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-35,2.2,1.202
C0_2188,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-25,2.2,1.301
C0_2189,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-15,2.2,1.388
C0_2190,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-5,2.2,1.461
C0_2191,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,5,2.2,1.521
C0_2192,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,15,2.2,1.571
C0_2193,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,25,2.2,1.614
C0_2194,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,35,2.2,1.65
C0_2195,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,45,2.2,1.682
C0_2196,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,55,2.2,1.71
C0_2197,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,65,2.2,1.735
C0_2198,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,75,2.2,1.757
C0_2199,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,85,2.2,1.776
C0_2200,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,95,2.2,1.793
C0_2201,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,105,2.2,1.808
C0_2202,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,115,2.2,1.822
C0_2203,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,125,2.2,1.833
C0_2204,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-55,2.4,2.118
C0_2205,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-45,2.4,2.141
C0_2206,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-35,2.4,2.161
C0_2207,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-25,2.4,2.177
C0_2208,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-15,2.4,2.191
C0_2209,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-5,2.4,2.202
C0_2210,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,5,2.4,2.211
C0_2211,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,15,2.4,2.218
C0_2212,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,25,2.4,2.223
C0_2213,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,35,2.4,2.227
C0_2214,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,45,2.4,2.23
C0_2215,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,55,2.4,2.231
C0_2216,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,65,2.4,2.231
C0_2217,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,75,2.4,2.23
C0_2218,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,85,2.4,2.229
C0_2219,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,95,2.4,2.226
C0_2220,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,105,2.4,2.223
C0_2221,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,115,2.4,2.22
C0_2222,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,125,2.4,2.215
C0_2223,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-55,2.6,2.495
C0_2224,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-45,2.6,2.49
C0_2225,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-35,2.6,2.485
C0_2226,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-25,2.6,2.48
C0_2227,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-15,2.6,2.474
C0_2228,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-5,2.6,2.468
C0_2229,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,5,2.6,2.462
C0_2230,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,15,2.6,2.456
C0_2231,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,25,2.6,2.449
C0_2232,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,35,2.6,2.442
C0_2233,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,45,2.6,2.435
C0_2234,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,55,2.6,2.428
C0_2235,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,65,2.6,2.42
C0_2236,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,75,2.6,2.412
C0_2237,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,85,2.6,2.404
C0_2238,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,95,2.6,2.396
C0_2239,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,105,2.6,2.388
C0_2240,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,115,2.6,2.38
C0_2241,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,125,2.6,2.371
C0_2242,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-55,2.8,2.623
C0_2243,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-45,2.8,2.615
C0_2244,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-35,2.8,2.607
C0_2245,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-25,2.8,2.599
C0_2246,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-15,2.8,2.59
C0_2247,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-5,2.8,2.582
C0_2248,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,5,2.8,2.573
C0_2249,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,15,2.8,2.565
C0_2250,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,25,2.8,2.556
C0_2251,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,35,2.8,2.547
C0_2252,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,45,2.8,2.538
C0_2253,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,55,2.8,2.529
C0_2254,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,65,2.8,2.52
C0_2255,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,75,2.8,2.51
C0_2256,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,85,2.8,2.501
C0_2257,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,95,2.8,2.491
C0_2258,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,105,2.8,2.482
C0_2259,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,115,2.8,2.472
C0_2260,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,125,2.8,2.462
C0_2261,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-55,3,2.703
C0_2262,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-45,3,2.694
C0_2263,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-35,3,2.685
C0_2264,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-25,3,2.675
C0_2265,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-15,3,2.666
C0_2266,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,-5,3,2.656
C0_2267,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,5,3,2.647
C0_2268,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,15,3,2.637
C0_2269,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,25,3,2.627
C0_2270,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,35,3,2.618
C0_2271,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,45,3,2.608
C0_2272,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,55,3,2.598
C0_2273,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,65,3,2.588
C0_2274,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,75,3,2.578
C0_2275,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,85,3,2.568
C0_2276,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,95,3,2.557
C0_2277,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,105,3,2.547
C0_2278,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,115,3,2.537
C0_2279,tt_lp_bjt,ss_lp_rvt12,ff_lp_io25,125,3,2.526
C0_2280,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-55,1.6,0.8682
C0_2281,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-45,1.6,0.8583
C0_2282,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-35,1.6,0.8488
C0_2283,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-25,1.6,0.8381
C0_2284,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-15,1.6,0.8279
C0_2285,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-5,1.6,0.8173
C0_2286,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,5,1.6,0.8076
C0_2287,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,15,1.6,0.7961
C0_2288,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,25,1.6,0.7854
C0_2289,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,35,1.6,0.7747
C0_2290,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,45,1.6,0.7637
C0_2291,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,55,1.6,0.7526
C0_2292,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,65,1.6,0.7414
C0_2293,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,75,1.6,0.7298
C0_2294,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,85,1.6,0.718
C0_2295,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,95,1.6,0.7057
C0_2296,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,105,1.6,0.6925
C0_2297,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,115,1.6,0.676
C0_2298,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,125,1.6,0.6534
C0_2299,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-55,1.8,0.8682
C0_2300,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-45,1.8,0.8586
C0_2301,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-35,1.8,0.8484
C0_2302,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-25,1.8,0.8381
C0_2303,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-15,1.8,0.8278
C0_2304,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-5,1.8,0.8175
C0_2305,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,5,1.8,0.8069
C0_2306,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,15,1.8,0.7956
C0_2307,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,25,1.8,0.7855
C0_2308,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,35,1.8,0.7748
C0_2309,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,45,1.8,0.7637
C0_2310,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,55,1.8,0.7528
C0_2311,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,65,1.8,0.7412
C0_2312,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,75,1.8,0.7298
C0_2313,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,85,1.8,0.7181
C0_2314,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,95,1.8,0.7058
C0_2315,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,105,1.8,0.6926
C0_2316,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,115,1.8,0.676
C0_2317,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,125,1.8,0.6535
C0_2318,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-55,2,0.8683
C0_2319,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-45,2,0.8585
C0_2320,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-35,2,0.8484
C0_2321,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-25,2,0.8383
C0_2322,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-15,2,0.8279
C0_2323,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-5,2,0.8176
C0_2324,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,5,2,0.8065
C0_2325,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,15,2,0.7963
C0_2326,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,25,2,0.7856
C0_2327,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,35,2,0.7746
C0_2328,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,45,2,0.7636
C0_2329,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,55,2,0.7526
C0_2330,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,65,2,0.7413
C0_2331,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,75,2,0.73
C0_2332,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,85,2,0.7184
C0_2333,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,95,2,0.7058
C0_2334,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,105,2,0.6926
C0_2335,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,115,2,0.6759
C0_2336,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,125,2,0.6535
C0_2337,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-55,2.2,0.8683
C0_2338,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-45,2.2,0.8587
C0_2339,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-35,2.2,0.8483
C0_2340,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-25,2.2,0.8382
C0_2341,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-15,2.2,0.8279
C0_2342,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-5,2.2,0.8175
C0_2343,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,5,2.2,0.8069
C0_2344,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,15,2.2,0.7963
C0_2345,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,25,2.2,0.7856
C0_2346,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,35,2.2,0.7752
C0_2347,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,45,2.2,0.7637
C0_2348,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,55,2.2,0.7946
C0_2349,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,65,2.2,0.8645
C0_2350,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,75,2.2,0.9369
C0_2351,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,85,2.2,1.01
C0_2352,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,95,2.2,1.08
C0_2353,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,105,2.2,1.144
C0_2354,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,115,2.2,1.201
C0_2355,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,125,2.2,1.249
C0_2356,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-55,2.4,1.344
C0_2357,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-45,2.4,1.43
C0_2358,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-35,2.4,1.505
C0_2359,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-25,2.4,1.567
C0_2360,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-15,2.4,1.618
C0_2361,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-5,2.4,1.662
C0_2362,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,5,2.4,1.7
C0_2363,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,15,2.4,1.733
C0_2364,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,25,2.4,1.761
C0_2365,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,35,2.4,1.786
C0_2366,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,45,2.4,1.808
C0_2367,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,55,2.4,1.828
C0_2368,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,65,2.4,1.845
C0_2369,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,75,2.4,1.859
C0_2370,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,85,2.4,1.872
C0_2371,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,95,2.4,1.883
C0_2372,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,105,2.4,1.893
C0_2373,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,115,2.4,1.901
C0_2374,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,125,2.4,1.907
C0_2375,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-55,2.6,2.233
C0_2376,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-45,2.6,2.244
C0_2377,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-35,2.6,2.253
C0_2378,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-25,2.6,2.259
C0_2379,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-15,2.6,2.264
C0_2380,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-5,2.6,2.267
C0_2381,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,5,2.6,2.269
C0_2382,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,15,2.6,2.269
C0_2383,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,25,2.6,2.268
C0_2384,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,35,2.6,2.267
C0_2385,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,45,2.6,2.265
C0_2386,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,55,2.6,2.262
C0_2387,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,65,2.6,2.258
C0_2388,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,75,2.6,2.254
C0_2389,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,85,2.6,2.249
C0_2390,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,95,2.6,2.244
C0_2391,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,105,2.6,2.238
C0_2392,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,115,2.6,2.232
C0_2393,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,125,2.6,2.226
C0_2394,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-55,2.8,2.515
C0_2395,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-45,2.8,2.508
C0_2396,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-35,2.8,2.502
C0_2397,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-25,2.8,2.495
C0_2398,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-15,2.8,2.488
C0_2399,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-5,2.8,2.48
C0_2400,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,5,2.8,2.472
C0_2401,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,15,2.8,2.464
C0_2402,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,25,2.8,2.456
C0_2403,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,35,2.8,2.448
C0_2404,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,45,2.8,2.44
C0_2405,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,55,2.8,2.431
C0_2406,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,65,2.8,2.422
C0_2407,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,75,2.8,2.413
C0_2408,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,85,2.8,2.404
C0_2409,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,95,2.8,2.395
C0_2410,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,105,2.8,2.385
C0_2411,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,115,2.8,2.376
