Parameter,Process1,Process2,Process3,Temperature,V-supply,vref
C0_2412,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,125,2.8,2.366
C0_2413,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-55,3,2.625
C0_2414,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-45,3,2.616
C0_2415,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-35,3,2.607
C0_2416,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-25,3,2.598
C0_2417,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-15,3,2.588
C0_2418,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,-5,3,2.579
C0_2419,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,5,3,2.569
C0_2420,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,15,3,2.559
C0_2421,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,25,3,2.549
C0_2422,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,35,3,2.54
C0_2423,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,45,3,2.53
C0_2424,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,55,3,2.52
C0_2425,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,65,3,2.51
C0_2426,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,75,3,2.499
C0_2427,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,85,3,2.489
C0_2428,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,95,3,2.479
C0_2429,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,105,3,2.468
C0_2430,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,115,3,2.458
C0_2431,tt_lp_bjt,tt_lp_rvt12,ss_lp_io25,125,3,2.447
C0_2432,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-55,1.6,0.8682
C0_2433,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-45,1.6,0.8583
C0_2434,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-35,1.6,0.8482
C0_2435,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-25,1.6,0.8382
C0_2436,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-15,1.6,0.8278
C0_2437,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-5,1.6,0.8174
C0_2438,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,5,1.6,0.807
C0_2439,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,15,1.6,0.7963
C0_2440,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,25,1.6,0.7854
C0_2441,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,35,1.6,0.7747
C0_2442,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,45,1.6,0.7636
C0_2443,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,55,1.6,0.7525
C0_2444,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,65,1.6,0.7413
C0_2445,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,75,1.6,0.7298
C0_2446,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,85,1.6,0.718
C0_2447,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,95,1.6,0.7057
C0_2448,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,105,1.6,0.6925
C0_2449,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,115,1.6,0.676
C0_2450,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,125,1.6,0.6534
C0_2451,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-55,1.8,0.8683
C0_2452,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-45,1.8,0.8583
C0_2453,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-35,1.8,0.8483
C0_2454,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-25,1.8,0.8381
C0_2455,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-15,1.8,0.8278
C0_2456,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-5,1.8,0.8175
C0_2457,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,5,1.8,0.8072
C0_2458,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,15,1.8,0.7963
C0_2459,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,25,1.8,0.7856
C0_2460,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,35,1.8,0.7748
C0_2461,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,45,1.8,0.7638
C0_2462,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,55,1.8,0.7525
C0_2463,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,65,1.8,0.7414
C0_2464,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,75,1.8,0.7299
C0_2465,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,85,1.8,0.7181
C0_2466,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,95,1.8,0.7058
C0_2467,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,105,1.8,0.6926
C0_2468,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,115,1.8,0.6759
C0_2469,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,125,1.8,0.6535
C0_2470,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-55,2,0.8683
C0_2471,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-45,2,0.8584
C0_2472,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-35,2,0.8484
C0_2473,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-25,2,0.8382
C0_2474,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-15,2,0.8279
C0_2475,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-5,2,0.8172
C0_2476,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,5,2,0.807
C0_2477,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,15,2,0.7965
C0_2478,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,25,2,0.7855
C0_2479,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,35,2,0.7748
C0_2480,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,45,2,0.7637
C0_2481,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,55,2,0.753
C0_2482,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,65,2,0.7413
C0_2483,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,75,2,0.7299
C0_2484,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,85,2,0.7182
C0_2485,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,95,2,0.7058
C0_2486,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,105,2,0.6926
C0_2487,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,115,2,0.6761
C0_2488,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,125,2,0.6535
C0_2489,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-55,2.2,0.8684
C0_2490,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-45,2.2,0.8584
C0_2491,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-35,2.2,0.8483
C0_2492,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-25,2.2,0.8382
C0_2493,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-15,2.2,0.8285
C0_2494,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-5,2.2,0.8178
C0_2495,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,5,2.2,0.8734
C0_2496,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,15,2.2,0.9497
C0_2497,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,25,2.2,1.03
C0_2498,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,35,2.2,1.11
C0_2499,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,45,2.2,1.187
C0_2500,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,55,2.2,1.258
C0_2501,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,65,2.2,1.318
C0_2502,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,75,2.2,1.369
C0_2503,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,85,2.2,1.413
C0_2504,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,95,2.2,1.45
C0_2505,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,105,2.2,1.482
C0_2506,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,115,2.2,1.51
C0_2507,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,125,2.2,1.534
C0_2508,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-55,2.4,1.767
C0_2509,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-45,2.4,1.81
C0_2510,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-35,2.4,1.848
C0_2511,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-25,2.4,1.88
C0_2512,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-15,2.4,1.908
C0_2513,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-5,2.4,1.933
C0_2514,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,5,2.4,1.955
C0_2515,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,15,2.4,1.973
C0_2516,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,25,2.4,1.99
C0_2517,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,35,2.4,2.003
C0_2518,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,45,2.4,2.015
C0_2519,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,55,2.4,2.025
C0_2520,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,65,2.4,2.033
C0_2521,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,75,2.4,2.04
C0_2522,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,85,2.4,2.045
C0_2523,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,95,2.4,2.049
C0_2524,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,105,2.4,2.051
C0_2525,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,115,2.4,2.053
C0_2526,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,125,2.4,2.054
C0_2527,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-55,2.6,2.375
C0_2528,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-45,2.6,2.377
C0_2529,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-35,2.6,2.377
C0_2530,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-25,2.6,2.376
C0_2531,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-15,2.6,2.374
C0_2532,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-5,2.6,2.371
C0_2533,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,5,2.6,2.368
C0_2534,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,15,2.6,2.363
C0_2535,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,25,2.6,2.359
C0_2536,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,35,2.6,2.354
C0_2537,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,45,2.6,2.348
C0_2538,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,55,2.6,2.342
C0_2539,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,65,2.6,2.336
C0_2540,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,75,2.6,2.329
C0_2541,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,85,2.6,2.322
C0_2542,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,95,2.6,2.315
C0_2543,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,105,2.6,2.307
C0_2544,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,115,2.6,2.299
C0_2545,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,125,2.6,2.291
C0_2546,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-55,2.8,2.564
C0_2547,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-45,2.8,2.556
C0_2548,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-35,2.8,2.548
C0_2549,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-25,2.8,2.54
C0_2550,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-15,2.8,2.531
C0_2551,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-5,2.8,2.523
C0_2552,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,5,2.8,2.514
C0_2553,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,15,2.8,2.506
C0_2554,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,25,2.8,2.497
C0_2555,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,35,2.8,2.488
C0_2556,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,45,2.8,2.479
C0_2557,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,55,2.8,2.47
C0_2558,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,65,2.8,2.46
C0_2559,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,75,2.8,2.451
C0_2560,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,85,2.8,2.441
C0_2561,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,95,2.8,2.432
C0_2562,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,105,2.8,2.422
C0_2563,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,115,2.8,2.412
C0_2564,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,125,2.8,2.402
C0_2565,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-55,3,2.653
C0_2566,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-45,3,2.644
C0_2567,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-35,3,2.634
C0_2568,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-25,3,2.625
C0_2569,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-15,3,2.615
C0_2570,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,-5,3,2.606
C0_2571,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,5,3,2.596
C0_2572,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,15,3,2.586
C0_2573,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,25,3,2.576
C0_2574,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,35,3,2.566
C0_2575,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,45,3,2.556
C0_2576,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,55,3,2.546
C0_2577,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,65,3,2.536
C0_2578,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,75,3,2.526
C0_2579,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,85,3,2.515
C0_2580,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,95,3,2.505
C0_2581,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,105,3,2.494
C0_2582,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,115,3,2.484
C0_2583,tt_lp_bjt,tt_lp_rvt12,tt_lp_io25,125,3,2.473
C0_2584,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-55,1.6,0.8682
C0_2585,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-45,1.6,0.8588
C0_2586,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-35,1.6,0.8484
C0_2587,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-25,1.6,0.8381
C0_2588,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-15,1.6,0.8278
C0_2589,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-5,1.6,0.8175
C0_2590,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,5,1.6,0.8071
C0_2591,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,15,1.6,0.7961
C0_2592,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,25,1.6,0.7854
C0_2593,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,35,1.6,0.7746
C0_2594,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,45,1.6,0.7635
C0_2595,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,55,1.6,0.7529
C0_2596,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,65,1.6,0.7413
C0_2597,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,75,1.6,0.7298
C0_2598,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,85,1.6,0.7181
C0_2599,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,95,1.6,0.7057
C0_2600,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,105,1.6,0.6925
C0_2601,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,115,1.6,0.676
C0_2602,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,125,1.6,0.6534
C0_2603,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-55,1.8,0.8683
C0_2604,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-45,1.8,0.8583
C0_2605,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-35,1.8,0.8483
C0_2606,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-25,1.8,0.8381
C0_2607,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-15,1.8,0.8278
C0_2608,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-5,1.8,0.8175
C0_2609,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,5,1.8,0.8069
C0_2610,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,15,1.8,0.7964
C0_2611,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,25,1.8,0.7855
C0_2612,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,35,1.8,0.7747
C0_2613,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,45,1.8,0.764
C0_2614,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,55,1.8,0.7526
C0_2615,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,65,1.8,0.7413
C0_2616,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,75,1.8,0.7299
C0_2617,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,85,1.8,0.7182
C0_2618,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,95,1.8,0.7058
C0_2619,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,105,1.8,0.6926
C0_2620,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,115,1.8,0.6758
C0_2621,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,125,1.8,0.6535
C0_2622,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-55,2,0.8689
C0_2623,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-45,2,0.8584
C0_2624,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-35,2,0.8484
C0_2625,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-25,2,0.8382
C0_2626,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-15,2,0.828
C0_2627,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-5,2,0.8176
C0_2628,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,5,2,0.8069
C0_2629,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,15,2,0.7963
C0_2630,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,25,2,0.7855
C0_2631,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,35,2,0.7746
C0_2632,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,45,2,0.7637
C0_2633,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,55,2,0.7528
C0_2634,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,65,2,0.7415
C0_2635,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,75,2,0.73
C0_2636,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,85,2,0.7182
C0_2637,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,95,2,0.7058
C0_2638,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,105,2,0.7204
C0_2639,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,115,2,0.7889
C0_2640,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,125,2,0.8595
C0_2641,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-55,2.2,0.8684
C0_2642,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-45,2.2,0.9371
C0_2643,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-35,2.2,1.021
C0_2644,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-25,2.2,1.109
C0_2645,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-15,2.2,1.199
C0_2646,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-5,2.2,1.286
C0_2647,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,5,2.2,1.364
C0_2648,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,15,2.2,1.43
C0_2649,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,25,2.2,1.485
C0_2650,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,35,2.2,1.532
C0_2651,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,45,2.2,1.571
C0_2652,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,55,2.2,1.606
C0_2653,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,65,2.2,1.636
C0_2654,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,75,2.2,1.662
C0_2655,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,85,2.2,1.685
C0_2656,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,95,2.2,1.705
C0_2657,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,105,2.2,1.723
C0_2658,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,115,2.2,1.739
C0_2659,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,125,2.2,1.753
C0_2660,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-55,2.4,2.049
C0_2661,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-45,2.4,2.074
C0_2662,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-35,2.4,2.096
C0_2663,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-25,2.4,2.114
C0_2664,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-15,2.4,2.129
C0_2665,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-5,2.4,2.142
C0_2666,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,5,2.4,2.152
C0_2667,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,15,2.4,2.16
C0_2668,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,25,2.4,2.167
C0_2669,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,35,2.4,2.171
C0_2670,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,45,2.4,2.175
C0_2671,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,55,2.4,2.177
C0_2672,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,65,2.4,2.178
C0_2673,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,75,2.4,2.178
C0_2674,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,85,2.4,2.177
C0_2675,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,95,2.4,2.175
C0_2676,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,105,2.4,2.173
C0_2677,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,115,2.4,2.17
C0_2678,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,125,2.4,2.166
C0_2679,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-55,2.6,2.463
C0_2680,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-45,2.6,2.458
C0_2681,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-35,2.6,2.453
C0_2682,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-25,2.6,2.448
C0_2683,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-15,2.6,2.442
C0_2684,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-5,2.6,2.436
C0_2685,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,5,2.6,2.43
C0_2686,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,15,2.6,2.423
C0_2687,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,25,2.6,2.416
C0_2688,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,35,2.6,2.409
C0_2689,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,45,2.6,2.402
C0_2690,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,55,2.6,2.394
C0_2691,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,65,2.6,2.386
C0_2692,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,75,2.6,2.378
C0_2693,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,85,2.6,2.37
C0_2694,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,95,2.6,2.362
C0_2695,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,105,2.6,2.354
C0_2696,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,115,2.6,2.345
C0_2697,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,125,2.6,2.336
C0_2698,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-55,2.8,2.594
C0_2699,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-45,2.8,2.586
C0_2700,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-35,2.8,2.578
C0_2701,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-25,2.8,2.569
C0_2702,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-15,2.8,2.561
C0_2703,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,-5,2.8,2.552
C0_2704,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,5,2.8,2.543
C0_2705,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,15,2.8,2.534
C0_2706,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,25,2.8,2.525
C0_2707,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,35,2.8,2.516
C0_2708,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,45,2.8,2.507
C0_2709,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,55,2.8,2.497
C0_2710,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,65,2.8,2.488
C0_2711,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,75,2.8,2.478
C0_2712,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,85,2.8,2.469
C0_2713,tt_lp_bjt,tt_lp_rvt12,ff_lp_io25,95,2.8,2.459
